enclosingFolder3,enclosingFolder2,enclosingFolder1,filename,xVoxel,yVoxel,zVoxel,unit,xPixels,yPixels,zPixels,path,voxelVolume,genotype,sex,myCellNumber,nMask,vMask,nEroded,vEroded,nRing,vRing,nBranches,nInNoMask,nInMask,nInEroded,nInRing,lenTotal,lenInMask,lenInEroded,lenInRing,dInMask,dInEroded,dInRing
200421,WT Female,Cell 17,Female WT cell 17_3ADVMLEG1L1_ch2.tif,0.13365174525121984,0.13365174525121984,0.43000000000006366,micron,511,349,19,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 17/Female WT cell 17_3ADVMLEG1L1_ch2.tif,0.007680999273740832,wt,female,10,272081,2089.8539633986793,34292,263.3968270951206,182677,1403.141904329154,854,0,854,140,575,1399.90721196982,1399.90721196982,216.40190255115726,943.7525564782779,0.6698588688432491,5.3148218503948454,0.9976946790988468
200421,WT Female,Cell 18,Female WT cell 18_3ADVMLEG1L1_ch2.tif,0.12867093348060152,0.12867093348060152,0.43000000000006366,micron,499,198,22,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 18/Female WT cell 18_3ADVMLEG1L1_ch2.tif,0.007119169922791888,wt,female,11,253764,1806.5890362873606,45152,321.4447603538993,161726,1151.354874933441,971,0,971,188,584,1463.467075344931,1463.467075344931,262.68926445050994,866.8961799990005,0.8100719344297782,4.5527793756342625,1.2710825369367833
200421,WT Female,Cell 19,Female WT cell 19_3ADVMLEG1L1_ch2.tif,0.1801393161443197,0.1801393161443197,0.43000000000006366,micron,474,184,31,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 19/Female WT cell 19_3ADVMLEG1L1_ch2.tif,0.013953574485007622,wt,female,12,190459,2657.5838428400666,35688,497.975166220952,121402,1693.9918496288954,941,0,941,150,628,1792.0037995167697,1792.0037995167697,257.72915431165427,1166.9773404772407,0.6742981239687694,3.598580654364712,1.0578585722884948
200421,WT Female,Cell 2,Female WT cell 2_3ADVMLEG1L1_ch2.tif,0.0898742703894387,0.0898742703894387,0.43000000000006366,micron,507,338,19,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 2/Female WT cell 2_3ADVMLEG1L1_ch2.tif,0.0034732753255551072,wt,female,13,174398,605.7322702261596,361,1.2538523925253937,115348,400.6353622521305,652,1,651,0,554,741.7708646449265,740.1849477915167,0,629.817247623638,1.2219671696129994,590.3286161943709,1.8475277460048536
200421,WT Female,Cell 20,Female WT cell 20_3ADVMLEG1L1_ch2.tif,0.1534519946917886,0.1534519946917886,0.4299999999998363,micron,493,245,26,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 20/Female WT cell 20_3ADVMLEG1L1_ch2.tif,0.010125431310198293,wt,female,14,262264,2655.536117137845,57787,585.1182991224288,160978,1629.971681453101,962,0,962,252,487,1764.8698888294603,1764.8698888294603,403.24957737575994,910.5284552782731,0.6646002204374645,3.0162616542269225,1.0827610742636333
200421,WT Female,Cell 3,Female WT cell 3_3ADVMLEG1L1_ch2.tif,0.12185894851081663,0.12185894851081663,0.4299999999998363,micron,505,329,21,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 3/Female WT cell 3_3ADVMLEG1L1_ch2.tif,0.0063853294328271686,wt,female,15,377604,2411.1259351532703,4612,29.4491393441989,269096,1718.2666090560597,1563,2,1561,5,1471,2066.708457692243,2064.569712723735,5.215365106948328,1949.2319721082156,0.8562678882189928,70.1062835349186,1.2015421249778688
200421,WT Female,Cell 4,Female WT cell 4_3ADVMLEG1L1_ch2.tif,0.15874346294419595,0.15874346294419595,0.4299999999998363,micron,477,191,12,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 4/Female WT cell 4_3ADVMLEG1L1_ch2.tif,0.010835779421827457,wt,female,16,171918,1862.8655266417327,0,0.0,121834,1320.1663500789264,585,1,584,0,574,922.825209727568,920.9174991152014,0,901.4748861623862,0.49435532836091434,0,0.6975768614766951
200421,WT Female,Cell 5,Female WT cell 5_3ADVMLEG1L1_ch2.tif,0.18832746379404508,0.18832746379404508,0.43000000000006366,micron,502,241,15,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 5/Female WT cell 5_3ADVMLEG1L1_ch2.tif,0.015250910456214123,wt,female,17,97969,1494.1164464848414,0,0.0,67311,1026.5540337182288,473,2,471,0,464,837.8333160148867,834.5013187407891,0,816.311365422526,0.5585249534626922,0,0.812915142633247
200421,WT Female,Cell 6,Female WT cell 6_3ADVMLEG1L1_ch2.tif,0.25895029319646945,0.25895029319646945,0.43000000000006366,micron,510,93,14,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 6/Female WT cell 6_3ADVMLEG1L1_ch2.tif,0.028833759369015388,wt,female,18,99192,2860.0782593313743,220,6.343427061183386,75526,2177.698510104256,470,0,470,0,465,965.531305638711,965.531305638711,0,955.8733051024025,0.33758912102790917,152.2097276954562,0.44337234982655466
200421,WT Female,Cell 7,Female WT cell 7_3ADVMLEG1L1_ch2.tif,0.16572817562943976,0.16572817562943976,0.43000000000006366,micron,511,296,31,/Users/cudmore/Desktop/samiVolume2/200421/WT Female/Cell 7/Female WT cell 7_3ADVMLEG1L1_ch2.tif,0.011810306124910594,wt,female,19,379999,4487.904517159901,100357,1185.2468917776525,217938,2573.914496250765,1239,6,1233,349,591,2127.68983687436,2118.97207713843,584.9301764499628,958.9460339856129,0.4721517735139757,1.787789608931487,0.8232488220665385
