graphID,length_3d,dist,tort
0,3.252143,8.774964,0.370616
0,9.730026,0.000000,inf
0,9.786028,0.000000,inf
0,5.667808,24.596748,0.230429
0,4.797025,25.612497,0.187292
0,4.367025,0.000000,inf
0,6.452778,30.822070,0.209356
0,15.432255,0.000000,inf
0,5.963303,27.147744,0.219661
0,6.664352,31.160873,0.213869
0,5.412861,12.727922,0.425274
0,4.297360,9.949874,0.431901
0,4.287448,14.730920,0.291051
0,5.065559,15.684387,0.322968
0,7.467531,15.684387,0.476112
0,6.517087,38.755645,0.168158
0,5.862523,21.447611,0.273342
0,10.154735,29.748950,0.341348
0,7.826540,29.748950,0.263086
0,7.828907,35.142567,0.222776
0,8.216365,35.142567,0.233801
0,7.454217,26.739484,0.278772
0,7.781419,28.089144,0.277026
0,6.818296,24.718414,0.275839
0,7.043474,36.249138,0.194307
0,6.733844,29.883106,0.225340
0,9.700171,37.456642,0.258971
0,1.254851,5.385165,0.233020
0,3.701375,13.076697,0.283051
0,3.258208,9.899495,0.329129
0,5.164381,15.394804,0.335463
0,5.380711,12.247449,0.439333
0,2.535953,6.708204,0.378037
0,3.533301,11.445523,0.308706
0,0.926497,3.464102,0.267457
0,2.618449,10.630146,0.246323
0,1.357116,3.000000,0.452372
0,3.973969,8.774964,0.452876
0,1.633464,5.196152,0.314360
0,0.910182,3.000000,0.303394
0,1.667624,5.196152,0.320934
0,1.082517,3.605551,0.300236
0,1.137585,4.472136,0.254372
0,2.080397,7.000000,0.297200
0,1.448094,6.633250,0.218308
0,4.380330,18.681542,0.234474
0,4.678787,19.467922,0.240333
0,2.802517,7.000000,0.400360
0,0.757442,3.741657,0.202435
0,2.208815,11.575837,0.190813
0,2.124179,11.180340,0.189992
0,2.130873,7.211103,0.295499
0,1.342550,4.472136,0.300203
0,2.889227,11.704700,0.246843
0,3.876297,9.000000,0.430700
0,1.098832,3.162278,0.347481
0,2.325027,7.549834,0.307957
0,1.541269,6.480741,0.237823
0,0.926497,2.828427,0.327566
0,1.779069,4.242641,0.419331
0,0.975594,5.744563,0.169829
0,2.267298,7.071068,0.320644
0,2.244961,4.242641,0.529142
0,2.244961,4.242641,0.529142
0,1.820364,4.898979,0.371580
0,1.482254,4.472136,0.331442
0,1.254851,4.582576,0.273831
0,1.048356,4.123106,0.254264
0,1.600834,5.196152,0.308081
0,0.638863,5.000000,0.127773
0,0.635583,3.000000,0.211861
0,1.279146,5.744563,0.222671
0,4.456823,5.744563,0.775833
0,2.719757,5.744563,0.473449
0,1.683935,9.433981,0.178497
0,3.219707,11.575837,0.278140
0,4.386169,11.575837,0.378907
0,3.537672,18.788294,0.188291
0,2.265477,12.449900,0.181967
0,1.589547,9.055385,0.175536
0,2.360556,6.403124,0.368657
0,6.008625,19.519221,0.307831
0,2.014682,5.477226,0.367829
0,2.081473,3.464102,0.600869
0,1.310032,8.124038,0.161254
0,3.593642,16.124515,0.222868
0,3.049034,9.380832,0.325028
0,2.624975,12.206556,0.215046
0,6.060148,9.949874,0.609068
0,0.537911,4.123106,0.130463
0,2.594121,8.660254,0.299543
0,1.051636,5.916080,0.177759
0,2.718135,4.123106,0.659244
0,1.082517,3.605551,0.300236
0,1.340801,4.242641,0.316030
0,0.910182,3.000000,0.303394
0,1.478975,4.242641,0.348598
0,0.243718,0.000000,inf
0,4.381339,4.242641,1.032691
0,3.837707,9.486833,0.404530
0,0.791603,3.741657,0.211565
0,3.298138,12.529964,0.263220
0,1.813778,7.874008,0.230350
0,2.228370,6.324555,0.352336
0,0.926497,2.828427,0.327566
0,1.836679,5.385165,0.341063
0,1.756853,5.830952,0.301298
0,0.876934,7.681146,0.114167
0,3.430082,8.124038,0.422214
0,1.826923,8.246211,0.221547
0,0.619268,2.449490,0.252815
0,4.056781,13.490738,0.300709
0,1.152587,7.141428,0.161394
0,2.443494,10.630146,0.229865
0,3.049412,11.224972,0.271663
0,3.561338,13.964240,0.255033
0,1.360395,5.385165,0.252619
0,0.963937,5.099020,0.189044
0,0.344669,2.828427,0.121859
0,2.122826,6.324555,0.335648
0,3.895598,15.297059,0.254663
0,0.344669,4.472136,0.077070
0,2.939520,10.099505,0.291056
0,3.128170,10.440307,0.299624
0,2.819157,6.324555,0.445748
0,3.453828,6.082763,0.567806
0,1.504174,4.690416,0.320691
0,0.344669,2.828427,0.121859
0,0.619268,2.449490,0.252815
0,0.466528,3.605551,0.129392
0,3.896791,8.366600,0.465756
0,2.515864,7.000000,0.359409
0,1.340801,3.162278,0.423998
0,1.560467,5.196152,0.300312
0,4.559179,0.000000,inf
0,1.839959,7.280110,0.252738
0,1.246804,4.582576,0.272075
0,1.102111,5.099020,0.216142
0,1.683939,6.480741,0.259837
0,1.129849,0.000000,inf
0,2.278845,6.403124,0.355896
0,1.984652,4.000000,0.496163
